Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2018 in %-P.;abgegebene Erststimmen insgesamt 2023;abgegebene Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2023;gültige Erststimmen insgesamt 2018;ungültige Erststimmen 2023;ungültige Erststimmen 2018;abgegebene Zweitstimmen insgesamt 2023;abgegebene Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2023;gültige Zweitstimmen insgesamt 2018;ungültige Zweitstimmen 2023;ungültige Zweitstimmen 2018;abgegebene Gesamtstimmen insgesamt 2023;abgegebene Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2023;gültige Gesamtstimmen insgesamt 2018;ungültige Gesamtstimmen 2023;ungültige Gesamtstimmen 2018;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2023;Erststimmen CSU 2018;Zweitstimmen CSU 2023;Zweitstimmen CSU 2018; Gesamtstimmen CSU 2023;Gesamtstimmen CSU 2018;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2023;Erststimmen GRÜNE 2018;Zweitstimmen GRÜNE 2023;Zweitstimmen GRÜNE 2018; Gesamtstimmen GRÜNE 2023;Gesamtstimmen GRÜNE 2018;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2023;Erststimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2023;Zweitstimmen FREIE WÄHLER 2018; Gesamtstimmen FREIE WÄHLER 2023;Gesamtstimmen FREIE WÄHLER 2018;Parteiname;Bewerber AfD;Erststimmen AfD 2023;Erststimmen AfD 2018;Zweitstimmen AfD 2023;Zweitstimmen AfD 2018; Gesamtstimmen AfD 2023;Gesamtstimmen AfD 2018;Parteiname;Bewerber SPD;Erststimmen SPD 2023;Erststimmen SPD 2018;Zweitstimmen SPD 2023;Zweitstimmen SPD 2018; Gesamtstimmen SPD 2023;Gesamtstimmen SPD 2018;Parteiname;Bewerber FDP;Erststimmen FDP 2023;Erststimmen FDP 2018;Zweitstimmen FDP 2023;Zweitstimmen FDP 2018; Gesamtstimmen FDP 2023;Gesamtstimmen FDP 2018;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2023;Erststimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2023;Zweitstimmen DIE LINKE 2018; Gesamtstimmen DIE LINKE 2023;Gesamtstimmen DIE LINKE 2018;Parteiname;Bewerber BP;Erststimmen BP 2023;Erststimmen BP 2018;Zweitstimmen BP 2023;Zweitstimmen BP 2018; Gesamtstimmen BP 2023;Gesamtstimmen BP 2018;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2023;Erststimmen ÖDP 2018;Zweitstimmen ÖDP 2023;Zweitstimmen ÖDP 2018; Gesamtstimmen ÖDP 2023;Gesamtstimmen ÖDP 2018;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2023;Erststimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2023;Zweitstimmen Die PARTEI 2018; Gesamtstimmen Die PARTEI 2023;Gesamtstimmen Die PARTEI 2018;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2023;Erststimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2023;Zweitstimmen Tierschutzpartei 2018; Gesamtstimmen Tierschutzpartei 2023;Gesamtstimmen Tierschutzpartei 2018;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2023;Erststimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2023;Zweitstimmen V-Partei³ 2018; Gesamtstimmen V-Partei³ 2023;Gesamtstimmen V-Partei³ 2018;Parteiname;Bewerber PdH;Erststimmen PdH 2023;Erststimmen PdH 2018;Zweitstimmen PdH 2023;Zweitstimmen PdH 2018; Gesamtstimmen PdH 2023;Gesamtstimmen PdH 2018;Parteiname;Bewerber dieBasis;Erststimmen dieBasis 2023;Erststimmen dieBasis 2018;Zweitstimmen dieBasis 2023;Zweitstimmen dieBasis 2018; Gesamtstimmen dieBasis 2023;Gesamtstimmen dieBasis 2018;Parteiname;Bewerber Volt;Erststimmen Volt 2023;Erststimmen Volt 2018;Zweitstimmen Volt 2023;Zweitstimmen Volt 2018; Gesamtstimmen Volt 2023;Gesamtstimmen Volt 2018;Parteiname;Bewerber Sonstige 2018;Erststimmen Sonstige 2018 2023;Erststimmen Sonstige 2018 2018;Zweitstimmen Sonstige 2018 2023;Zweitstimmen Sonstige 2018 2018; Gesamtstimmen Sonstige 2018 2023;Gesamtstimmen Sonstige 2018 2018;
402;Bamberg-Stadt;24.10.2023;13:00;84971;61898;72,8;+2,5;61898;60574;61516;60200;382;374;61898;60573;61213;59666;685;907;123796;121147;122729;119866;1067;1281;CSU;Huml, Melanie;CSU;Huml, Melanie;22484;22948;20383;19247;42867;42195;GRÜNE;Sowa, Ursula;11877;13038;12101;12650;23978;25688;FREIE WÄHLER;Hirschfelder, Manuel;5591;3665;7063;5190;12654;8855;AfD;Weiß, Michael;9662;7146;9984;7333;19646;14479;SPD;Jutzler, Eva;5380;5278;5200;5953;10580;11231;FDP;Stöcklein, Ralf;2020;3067;2125;3519;4145;6586;DIE LINKE;Tav?ancio?lu, Hilal;1664;2582;1673;2519;3337;5101;BP;Dotzler, Thomas;387;601;401;671;788;1272;ÖDP;Büchner, Lucas;1129;796;1009;700;2138;1496;Die PARTEI;-;X;785;X;782;X;1567;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;202;X;202;PdH;-;X;X;X;X;X;X;dieBasis;Künzel, Willy;642;X;572;X;1214;X;Volt;Browarzik, Felix;680;X;702;X;1382;X;Sonstige 2018;-;X;294;X;900;X;1194;
403;Bayreuth;24.10.2023;13:00;126445;92121;72,9;+2,3;92120;91321;91504;90759;616;562;92119;91321;91431;90311;688;1010;184239;182642;182935;181070;1304;1572;CSU;Dierl, Franc;CSU;Dierl, Franc;30994;37015;36084;37250;67078;74265;GRÜNE;Pargent, Tim;11549;13023;10688;13722;22237;26745;FREIE WÄHLER;Frühbeißer, Stefan;18077;10804;14210;9321;32287;20125;AfD;Schulze, Mario;13832;8349;13622;7943;27454;16292;SPD;Tasdelen, Halil;10247;11787;9154;10772;19401;22559;FDP;Funke-Barjak, Luisa;2566;3859;2679;4929;5245;8788;DIE LINKE;Liebermann, René;1147;2454;1458;2492;2605;4946;BP;Kandler, Michael;785;679;631;619;1416;1298;ÖDP;Lenk, Markus;1376;674;1290;635;2666;1309;Die PARTEI;-;X;1010;X;1022;X;2032;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;498;X;507;X;1005;PdH;-;X;X;X;X;X;X;dieBasis;Linhardt, Angelika;931;X;831;X;1762;X;Volt;-;X;X;784;X;784;X;Sonstige 2018;-;X;607;X;1099;X;1706;
404;Coburg;24.10.2023;13:00;98960;70576;71,3;+3,0;70576;69104;70137;68721;439;383;70576;69104;69855;68123;721;981;141152;138208;139992;136844;1160;1364;CSU;Mittag, Martin;CSU;Mittag, Martin;29528;24795;27815;25836;57343;50631;GRÜNE;Esslinger, Dr. Susanne;6729;9529;7120;10508;13849;20037;FREIE WÄHLER;Schoppel, Nicola;6906;5467;8602;5836;15508;11303;AfD;Böhm, Martin;12507;6993;12024;6982;24531;13975;SPD;Sauerteig, Stefan;10226;15334;8344;10430;18570;25764;FDP;Meixner, Justus;1186;2804;1421;2923;2607;5727;DIE LINKE;Saeidi, Babette;1098;2160;1052;2531;2150;4691;BP;Wächter, Andre;440;527;372;515;812;1042;ÖDP;Büchner, Thomas;1517;1112;2166;943;3683;2055;Die PARTEI;-;X;X;X;775;X;775;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;170;X;170;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;535;X;535;X;Volt;-;X;X;404;X;404;X;Sonstige 2018;-;X;X;X;674;X;674;
405;Forchheim;24.10.2023;13:00;89855;69974;77,9;+1,3;69972;69008;69608;68647;364;361;69974;69006;69353;68163;621;843;139946;138014;138961;136810;985;1204;CSU;Hofmann, Michael;CSU;Hofmann, Michael;23457;23588;27115;26656;50572;50244;GRÜNE;Distler, Martin;8324;9763;8924;11526;17248;21289;FREIE WÄHLER;Glauber, Thorsten;19205;17330;12682;10539;31887;27869;AfD;Machts, Matthias;9497;6924;10355;6901;19852;13825;SPD;Schmidt, Richard;4188;4508;5194;4856;9382;9364;FDP;Körber, Sebastian;2006;3324;1737;2999;3743;6323;DIE LINKE;Opitz, Dustin;990;1836;870;1889;1860;3725;BP;Keilholz, Christian;587;729;484;705;1071;1434;ÖDP;Sandmann, Sarah;765;645;845;546;1610;1191;Die PARTEI;-;X;X;X;567;X;567;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;204;X;204;PdH;-;X;X;X;X;X;X;dieBasis;Thamm, Karsten;589;X;689;X;1278;X;Volt;-;X;X;458;X;458;X;Sonstige 2018;-;X;X;X;775;X;775;
406;Hof;24.10.2023;13:00;106015;74882;70,6;+2,0;74885;75420;74378;74861;507;559;74882;75421;74013;74215;869;1206;149767;150841;148391;149076;1376;1765;CSU;Freiherr von Waldenfels, Kristan;CSU;Freiherr von Waldenfels, Kristan;36925;27119;31388;29990;68313;57109;GRÜNE;Bräsecke-Bartsch, Swanti;4476;6209;5025;6901;9501;13110;FREIE WÄHLER;Schinner, Thomas;6396;5559;8499;7547;14895;13106;AfD;Koller, Oliver;13193;9290;13787;9105;26980;18395;SPD;Schreiner, Daniel;8906;19132;10075;12947;18981;32079;FDP;Schaller, Sebastian;1512;2891;1401;2528;2913;5419;DIE LINKE;Engelhardt, Sebastian;1225;2140;1277;2070;2502;4210;BP;Brenk, Luca;340;561;422;503;762;1064;ÖDP;Laschitz, Cindy;595;378;840;372;1435;750;Die PARTEI;-;X;751;X;804;X;1555;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;200;X;200;PdH;-;X;X;X;X;X;X;dieBasis;Amann, Christian;810;X;725;X;1535;X;Volt;-;X;X;574;X;574;X;Sonstige 2018;-;X;831;X;1248;X;2079;
407;Kronach, Lichtenfels;24.10.2023;13:00;105179;76588;72,8;+3,6;76587;75452;75859;74763;728;689;76585;75450;75432;73959;1153;1491;153172;150902;151291;148722;1881;2180;CSU;Baumgärtner, Jürgen;CSU;Baumgärtner, Jürgen;31483;32234;33239;33235;64722;65469;GRÜNE;Freiburg, Dr. Susann;6378;7943;4976;6906;11354;14849;FREIE WÄHLER;Zwingmann, Michael;11217;8681;11024;7530;22241;16211;AfD;Meußgeier, Harald;15106;8342;14766;8278;29872;16620;SPD;Gross, Sabine;7635;10153;6862;10967;14497;21120;FDP;Ramm, Oliver;1209;2983;1085;2172;2294;5155;DIE LINKE;Knoblach, Detlef;849;1812;855;1962;1704;3774;BP;Zinner, Georg;1000;763;505;558;1505;1321;ÖDP;Wohnig, Erich;982;1335;1211;637;2193;1972;Die PARTEI;-;X;X;X;601;X;601;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;226;X;226;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;466;X;466;X;Volt;-;X;X;443;X;443;X;Sonstige 2018;-;X;517;X;887;X;1404;
408;Wunsiedel, Kulmbach;24.10.2023;13:00;123720;89951;72,7;+2,9;89951;89477;89373;88847;578;630;89949;89476;88983;88089;966;1387;179900;178953;178356;176936;1544;2017;CSU;Schöffel, Martin;CSU;Schöffel, Martin;35060;33281;35456;36304;70516;69585;GRÜNE;Pröbstl, Magdalena;5705;8217;6379;9467;12084;17684;FREIE WÄHLER;Ludwig, Rainer;16728;11243;13557;9494;30285;20737;AfD;Hock, Georg;15552;10408;16042;10422;31594;20830;SPD;Grießhammer, Holger;11443;17702;11675;12758;23118;30460;FDP;Ehrhardt, Claus;1385;3199;1597;3077;2982;6276;DIE LINKE;Jäger, Alexander;1368;2259;1275;2388;2643;4647;BP;Zeigler, Christiane;952;1201;702;743;1654;1944;ÖDP;Schulze, Elisabeth;1180;631;1110;564;2290;1195;Die PARTEI;-;X;X;X;888;X;888;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;288;X;288;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;743;X;743;X;Volt;-;X;X;447;X;447;X;Sonstige 2018;-;X;706;X;1696;X;2402;
501;Nürnberg-Nord;24.10.2023;13:00;99119;69119;69,7;-1,6;69082;73267;68531;72669;551;598;69089;73253;68630;72634;459;619;138171;146520;137161;145303;1010;1217;CSU;Pirner, Thomas;CSU;Pirner, Thomas;21532;20177;24103;23258;45635;43435;GRÜNE;Osgyan, Verena;18413;18798;18004;18703;36417;37501;FREIE WÄHLER;Nether, Heinz;4370;3217;3207;2684;7577;5901;AfD;Krestel, Klaus-Rudolf;6846;5953;6429;5443;13275;11396;SPD;Tasdelen, Arif;9781;11149;8793;9251;18574;20400;FDP;Dunker, Dr. Jan;2470;4504;2115;4062;4585;8566;DIE LINKE;Flach Gomez, Kathrin;2924;5215;2781;5753;5705;10968;BP;Müdsam, Dr. Michael;291;212;179;141;470;353;ÖDP;Mozzicato, Dominik;1188;848;969;855;2157;1703;Die PARTEI;-;X;721;X;694;X;1415;Tierschutzpartei;-;X;X;965;X;965;X;V-Partei³;-;X;261;X;282;X;543;PdH;-;X;X;466;X;466;X;dieBasis;Brosien, Alexander;716;X;619;X;1335;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1614;X;1508;X;3122;
502;Nürnberg-Ost;24.10.2023;13:00;95738;68118;71,2;-1,6;68105;70909;67661;70354;444;555;68109;70907;67579;70176;530;731;136214;141816;135240;140530;974;1286;CSU;Söder, Dr. Markus;CSU;Söder, Dr. Markus;28095;26769;24877;23426;52972;50195;GRÜNE;Hayn, Elmar;14956;15366;15146;15811;30102;31177;FREIE WÄHLER;Hacker, Julia;3406;3149;4141;3290;7547;6439;AfD;Hübscher, Roland;7133;5558;7464;6149;14597;11707;SPD;Kir, Aynur;7897;9210;8350;9463;16247;18673;FDP;Wegner, Birgit;1898;3301;2216;3844;4114;7145;DIE LINKE;Halla, Uwe;2066;4150;2074;4431;4140;8581;BP;Friedlein, Bernd;292;X;238;187;530;187;ÖDP;Hager, Ludwig;1215;844;969;900;2184;1744;Die PARTEI;-;X;X;X;659;X;659;Tierschutzpartei;-;X;X;1086;X;1086;X;V-Partei³;-;X;304;X;257;X;561;PdH;-;X;X;383;X;383;X;dieBasis;Wex, Dr. Corell;703;X;635;X;1338;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1703;X;1759;X;3462;
503;Nürnberg-Süd;24.10.2023;13:00;95582;65053;68,1;-0,2;65041;67065;64372;66368;669;697;65041;67071;64510;66326;531;745;130082;134136;128882;132694;1200;1442;CSU;Freller, Karl;CSU;Freller, Karl;26271;24957;28882;27141;55153;52098;GRÜNE;Weigand, Dr. Sabine;9699;12362;8542;10606;18241;22968;FREIE WÄHLER;Schmidt, Alexander;4426;3250;3792;3132;8218;6382;AfD;Vogler, Matthias;10955;7609;10083;7238;21038;14847;SPD;Arabackyj, Claudia;7625;9462;7793;9732;15418;19194;FDP;Polat, Eser;1560;2625;1341;2406;2901;5031;DIE LINKE;Heym, Felix;1299;2913;1223;3014;2522;5927;BP;Hofstetter, Ludwig;619;350;279;212;898;562;ÖDP;Anschütz, Hans;1113;885;731;783;1844;1668;Die PARTEI;-;X;X;X;469;X;469;Tierschutzpartei;-;X;X;938;X;938;X;V-Partei³;-;X;276;X;200;X;476;PdH;-;X;X;225;X;225;X;dieBasis;Güldenfuß, Sandra;805;X;681;X;1486;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1679;X;1393;X;3072;
504;Nürnberg-West;24.10.2023;13:00;89539;52241;58,3;-1,5;52216;55523;51696;54897;520;626;52186;55477;51699;54822;487;655;104402;111000;103395;109719;1007;1281;CSU;Kohler, Jochen;CSU;Kohler, Jochen;18675;18232;21147;20733;39822;38965;GRÜNE;Möller, Ute;8455;9187;8308;9273;16763;18460;FREIE WÄHLER;Estrada, Thomas;3229;2315;2450;1975;5679;4290;AfD;Roon, Helene;8624;6684;8045;6191;16669;12875;SPD;Ziegler, Michael;6898;9146;6151;7600;13049;16746;FDP;Sormaz, Ümit;1391;2469;1228;2191;2619;4660;DIE LINKE;Hauptmann, Antje;2022;4155;1860;3949;3882;8104;BP;Bock, Irmtraud;268;277;214;190;482;467;ÖDP;Mitesser, Stephan;524;545;544;510;1068;1055;Die PARTEI;-;X;X;X;605;X;605;Tierschutzpartei;Schüller, Siegfried;1085;X;1002;X;2087;X;V-Partei³;-;X;288;X;198;X;486;PdH;-;X;X;296;X;296;X;dieBasis;Schindler, Reiner;525;X;454;X;979;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1599;X;1407;X;3006;
505;Ansbach-Nord;24.10.2023;13:00;115412;83747;72,6;+3,4;83743;80807;83027;80264;716;543;83745;80809;83107;80020;638;789;167488;161616;166134;160284;1354;1332;CSU;Schalk, Andreas;CSU;Schalk, Andreas;32029;27191;38026;33650;70055;60841;GRÜNE;Stümpfig, Martin;12324;16252;9589;12281;21913;28533;FREIE WÄHLER;Homm-Vogel, Elke;9994;11391;8297;8478;18291;19869;AfD;Meier, Johannes;14933;8569;13605;8310;28538;16879;SPD;Pollack, Kathrin;6885;6193;6321;6743;13206;12936;FDP;Kremer, Oliver;1673;3058;1497;2545;3170;5603;DIE LINKE;Besenecker, Johannes;1376;3349;1405;3649;2781;6998;BP;Bogacki, Rafael;752;512;468;384;1220;896;ÖDP;Brendle-Behnisch, Günther;1865;1451;1771;1497;3636;2948;Die PARTEI;-;X;X;X;525;X;525;Tierschutzpartei;-;X;X;1102;X;1102;X;V-Partei³;-;X;267;X;217;X;484;PdH;Kramer, Mirco;409;X;318;X;727;X;dieBasis;Krollikowsky, Roland;787;X;708;X;1495;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;2031;X;1741;X;3772;
506;Ansbach-Süd, Weißenburg-Gunzenhausen;24.10.2023;13:00;126068;93281;74,0;+3,6;93280;88523;92507;87875;773;648;93275;88523;92584;87568;691;955;186555;177046;185091;175443;1464;1603;CSU;Schnotz, Helmut;CSU;Schnotz, Helmut;36083;38239;45110;39713;81193;77952;GRÜNE;Hörber, Philipp;8783;12036;9824;13233;18607;25269;FREIE WÄHLER;Hauber, Wolfgang;17375;11898;9980;10877;27355;22775;AfD;Kempf, Michael;14780;8465;14514;8214;29294;16679;SPD;Dösel, Harald;7803;7894;6278;6569;14081;14463;FDP;Kestler, Dr. Thomas;1817;2439;1597;2311;3414;4750;DIE LINKE;Gschwendtner, Nadja;1405;2685;1105;2444;2510;5129;BP;Weigl, Michael;717;637;481;459;1198;1096;ÖDP;Welser, Kilian;1462;1408;1550;1294;3012;2702;Die PARTEI;-;X;X;X;492;X;492;Tierschutzpartei;Wester, Horst;1309;X;1081;X;2390;X;V-Partei³;-;X;340;X;213;X;553;PdH;-;X;X;235;X;235;X;dieBasis;Schild von Spannenberg, Ulrich;973;X;829;X;1802;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1834;X;1749;X;3583;
507;Erlangen-Höchstadt;24.10.2023;13:00;94323;72661;77,0;+0,3;72661;71499;72163;71111;498;388;72661;71498;72241;70914;420;584;145322;142997;144404;142025;918;972;CSU;Nussel, Walter;CSU;Nussel, Walter;27789;24915;33310;28515;61099;53430;GRÜNE;Tremel, Dr. Monika;11930;13371;11879;13622;23809;26993;FREIE WÄHLER;Rogner, Axel Maximilian;8865;8487;6396;7303;15261;15790;AfD;Beßler, Christian;9972;6703;8725;6337;18697;13040;SPD;Belzer, Claudia;8188;9327;6113;6716;14301;16043;FDP;Ekrem, Boulent;1784;2985;1817;3126;3601;6111;DIE LINKE;Taucher, Josephine;1227;2353;1087;2310;2314;4663;BP;Haskic, Beate;481;506;381;298;862;804;ÖDP;Reinhart, Manfred;1204;908;863;712;2067;1620;Die PARTEI;-;X;X;X;455;X;455;Tierschutzpartei;-;X;X;776;X;776;X;V-Partei³;-;X;X;X;141;X;141;PdH;-;X;X;289;X;289;X;dieBasis;Pülhorn, Daniela;723;X;605;X;1328;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1556;X;1379;X;2935;
508;Erlangen-Stadt;24.10.2023;13:00;85416;63053;73,8;-1,9;63051;65340;62437;64968;614;372;63049;65341;62598;64706;451;635;126100;130681;125035;129674;1065;1007;CSU;Herrmann, Joachim;CSU;Herrmann, Joachim;22880;21087;22608;19413;45488;40500;GRÜNE;Zwanziger, Christian;17864;16990;17334;17353;35198;34343;FREIE WÄHLER;Wirth-Hücking, Anette;3039;4226;3174;3927;6213;8153;AfD;Schadel, Dr. Joachim;5366;4228;5215;4382;10581;8610;SPD;Dees, Dr. Philipp;6742;7834;7063;8205;13805;16039;FDP;Fischbach, Matthias;2216;3767;2151;4030;4367;7797;DIE LINKE;Eitel, Lukas;1753;3503;1902;3672;3655;7175;BP;Denzler, Christian;217;227;160;144;377;371;ÖDP;Jarosch, Joachim;1319;1610;1434;1507;2753;3117;Die PARTEI;-;X;X;X;501;X;501;Tierschutzpartei;-;X;X;571;X;571;X;V-Partei³;-;X;X;X;173;X;173;PdH;Lehmann, Thomas;543;X;480;X;1023;X;dieBasis;Bosswick, Wolfgang;498;X;506;X;1004;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1496;X;1399;X;2895;
509;Fürth;24.10.2023;13:00;129900;89125;68,6;+0,5;89118;89051;88368;88399;750;652;89120;89050;88468;88271;652;779;178238;178101;176836;176670;1402;1431;CSU;Guttenberger, Petra;CSU;Guttenberger, Petra;30587;28044;35502;31325;66089;59369;GRÜNE;Fuchs, Barbara;16632;18066;15918;17700;32550;35766;FREIE WÄHLER;Ruf, Fritz;6798;5786;5153;5008;11951;10794;AfD;Treuheit, Bastian;13539;9455;12444;8993;25983;18448;SPD;Arnold, Horst;12612;13577;10589;11919;23201;25496;FDP;Hennemann, Gülden;2344;4307;2357;4127;4701;8434;DIE LINKE;Wagegg, Bettina;2355;5704;2357;5232;4712;10936;BP;Brendecke, Fatimah;486;393;392;356;878;749;ÖDP;Kertes, Michael;1039;675;932;686;1971;1361;Die PARTEI;-;X;X;X;856;X;856;Tierschutzpartei;-;X;X;1239;X;1239;X;V-Partei³;-;X;371;X;289;X;660;PdH;Wiedenmann, Stephan;732;X;589;X;1321;X;dieBasis;Macher, Andreas;1244;X;996;X;2240;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;2021;X;1780;X;3801;
510;Neustadt a.d.Aisch-Bad Windsheim, Fürth-Land;24.10.2023;13:00;124296;95350;76,7;+2,5;95350;92459;94572;91913;778;546;95350;92453;94706;91622;644;831;190700;184912;189278;183535;1422;1377;CSU;Stieglitz, Werner;CSU;Stieglitz, Werner;36195;38167;44889;41500;81084;79667;GRÜNE;Höftmann, André;10136;12133;11101;13780;21237;25913;FREIE WÄHLER;Schmidt, Gabi;16389;11733;9686;8810;26075;20543;AfD;Benedikt, Anni;13716;8761;14125;8353;27841;17114;SPD;Scheuenstuhl, Harry;9719;11311;7582;8600;17301;19911;FDP;Loesch, Johannes;2425;2884;1727;3172;4152;6056;DIE LINKE;Löbel, Christian;1322;2913;1306;3308;2628;6221;BP;Brendecke, Michael;859;613;525;433;1384;1046;ÖDP;Billmann, Tristan;2012;1285;1281;1071;3293;2356;Die PARTEI;-;X;X;X;635;X;635;Tierschutzpartei;-;X;X;1071;X;1071;X;V-Partei³;-;X;326;X;263;X;589;PdH;Pühler, Stephan;469;X;387;X;856;X;dieBasis;Osterlänger, Jürgen;1330;X;1026;X;2356;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1787;X;1697;X;3484;
511;Nürnberger Land;24.10.2023;13:00;108614;83829;77,2;+1,1;83829;82634;83265;82005;564;629;83827;82634;83287;81916;540;718;167656;165268;166552;163921;1104;1347;CSU;Dünkel, Norbert;CSU;Dünkel, Norbert;32789;30498;38530;34356;71319;64854;GRÜNE;Mühlendyck, Aaron;12206;13119;11845;13388;24051;26507;FREIE WÄHLER;Locke, Felix;12124;8284;8488;7782;20612;16066;AfD;Falk, Thomas;11047;8433;10465;7618;21512;16051;SPD;Lipka, Andrea;9430;11492;7641;9166;17071;20658;FDP;Sandeck, Nicole;1710;3002;1689;2704;3399;5706;DIE LINKE;Schötz, Valentin;1380;3051;1371;2963;2751;6014;BP;Schubert, Heiko;597;446;346;322;943;768;ÖDP;Sperber, Oliver;1167;753;950;669;2117;1422;Die PARTEI;-;X;X;X;589;X;589;Tierschutzpartei;-;X;X;987;X;987;X;V-Partei³;-;X;421;X;249;X;670;PdH;-;X;X;249;X;249;X;dieBasis;Gnoth, Roman;815;X;726;X;1541;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;2506;X;2110;X;4616;
512;Roth;24.10.2023;13:00;98244;73858;75,2;-0,2;73858;73688;73192;73183;666;505;73856;73692;73374;73090;482;602;147714;147380;146566;146273;1148;1107;CSU;Bauer, Volker;CSU;Bauer, Volker;28122;27013;35497;32621;63619;59634;GRÜNE;Mändl, Martin;7900;10519;8803;11257;16703;21776;FREIE WÄHLER;Würth, Markus;10193;10986;7127;7771;17320;18757;AfD;Mang, Ferdinand;11352;7349;10266;6830;21618;14179;SPD;Mahl, Markus;10285;8489;6243;6581;16528;15070;FDP;Hahn, Alexander;1289;2671;1437;2425;2726;5096;DIE LINKE;Voigt, Cornelius;1268;1999;1061;2174;2329;4173;BP;Weigand, Klaus;755;754;357;388;1112;1142;ÖDP;Engelhard, Dr. Marco;874;841;736;662;1610;1503;Die PARTEI;-;X;584;X;611;X;1195;Tierschutzpartei;Hierl-Schulze, Heidi;1154;X;995;X;2149;X;V-Partei³;-;X;284;X;188;X;472;PdH;-;X;X;182;X;182;X;dieBasis;-;X;X;670;X;670;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1694;X;1582;X;3276;
601;Aschaffenburg-Ost;24.10.2023;13:00;87813;66537;75,8;+2,8;66537;64676;65878;64086;659;590;66537;64675;65766;63762;771;913;133074;129351;131644;127848;1430;1503;CSU;Gerlach, Judith;CSU;Gerlach, Judith;30306;25766;27777;26520;58083;52286;GRÜNE;Hartl, Monika;8421;10392;8585;10217;17006;20609;FREIE WÄHLER;Heim, Brigitte;6935;6438;7662;4130;14597;10568;AfD;Junker, Klaus-Uwe;10053;6958;10254;6638;20307;13596;SPD;Fotokehagias, Michail;5049;6013;6875;7996;11924;14009;FDP;Kaltenhauser, Dr. Helmut;2520;4290;1742;3523;4262;7813;DIE LINKE;Pfister, Selina;1041;1858;880;1711;1921;3569;BP;Reiniger, Andreas;649;453;610;519;1259;972;ÖDP;Streib, Alfred;904;583;817;577;1721;1160;Die PARTEI;-;X;712;X;569;X;1281;Tierschutzpartei;-;X;X;X;439;X;439;V-Partei³;-;X;278;X;226;X;504;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;564;X;564;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;345;X;697;X;1042;
