Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2013 in %-P.;abgegebene Erststimmen insgesamt 2018;abgegebene Erststimmen insgesamt 2013;gültige Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2013;ungültige Erststimmen 2018;ungültige Erststimmen 2013;abgegebene Zweitstimmen insgesamt 2018;abgegebene Zweitstimmen insgesamt 2013;gültige Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2013;ungültige Zweitstimmen 2018;ungültige Zweitstimmen 2013;abgegebene Gesamtstimmen insgesamt 2018;abgegebene Gesamtstimmen insgesamt 2013;gültige Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2013;ungültige Gesamtstimmen 2018;ungültige Gesamtstimmen 2013;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2018;Erststimmen CSU 2013;Zweitstimmen CSU 2018;Zweitstimmen CSU 2013; Gesamtstimmen CSU 2018;Gesamtstimmen CSU 2013;Parteiname;Bewerber SPD;Erststimmen SPD 2018;Erststimmen SPD 2013;Zweitstimmen SPD 2018;Zweitstimmen SPD 2013; Gesamtstimmen SPD 2018;Gesamtstimmen SPD 2013;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2018;Erststimmen FREIE WÄHLER 2013;Zweitstimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2013; Gesamtstimmen FREIE WÄHLER 2018;Gesamtstimmen FREIE WÄHLER 2013;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2018;Erststimmen GRÜNE 2013;Zweitstimmen GRÜNE 2018;Zweitstimmen GRÜNE 2013; Gesamtstimmen GRÜNE 2018;Gesamtstimmen GRÜNE 2013;Parteiname;Bewerber FDP;Erststimmen FDP 2018;Erststimmen FDP 2013;Zweitstimmen FDP 2018;Zweitstimmen FDP 2013; Gesamtstimmen FDP 2018;Gesamtstimmen FDP 2013;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2018;Erststimmen DIE LINKE 2013;Zweitstimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2013; Gesamtstimmen DIE LINKE 2018;Gesamtstimmen DIE LINKE 2013;Parteiname;Bewerber BP;Erststimmen BP 2018;Erststimmen BP 2013;Zweitstimmen BP 2018;Zweitstimmen BP 2013; Gesamtstimmen BP 2018;Gesamtstimmen BP 2013;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2018;Erststimmen ÖDP 2013;Zweitstimmen ÖDP 2018;Zweitstimmen ÖDP 2013; Gesamtstimmen ÖDP 2018;Gesamtstimmen ÖDP 2013;Parteiname;Bewerber PIRATEN;Erststimmen PIRATEN 2018;Erststimmen PIRATEN 2013;Zweitstimmen PIRATEN 2018;Zweitstimmen PIRATEN 2013; Gesamtstimmen PIRATEN 2018;Gesamtstimmen PIRATEN 2013;Parteiname;Bewerber DIE FRANKEN;Erststimmen DIE FRANKEN 2018;Erststimmen DIE FRANKEN 2013;Zweitstimmen DIE FRANKEN 2018;Zweitstimmen DIE FRANKEN 2013; Gesamtstimmen DIE FRANKEN 2018;Gesamtstimmen DIE FRANKEN 2013;Parteiname;Bewerber AfD;Erststimmen AfD 2018;Erststimmen AfD 2013;Zweitstimmen AfD 2018;Zweitstimmen AfD 2013; Gesamtstimmen AfD 2018;Gesamtstimmen AfD 2013;Parteiname;Bewerber LKR;Erststimmen LKR 2018;Erststimmen LKR 2013;Zweitstimmen LKR 2018;Zweitstimmen LKR 2013; Gesamtstimmen LKR 2018;Gesamtstimmen LKR 2013;Parteiname;Bewerber mut;Erststimmen mut 2018;Erststimmen mut 2013;Zweitstimmen mut 2018;Zweitstimmen mut 2013; Gesamtstimmen mut 2018;Gesamtstimmen mut 2013;Parteiname;Bewerber Die Humanisten;Erststimmen Die Humanisten 2018;Erststimmen Die Humanisten 2013;Zweitstimmen Die Humanisten 2018;Zweitstimmen Die Humanisten 2013; Gesamtstimmen Die Humanisten 2018;Gesamtstimmen Die Humanisten 2013;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2018;Erststimmen Die PARTEI 2013;Zweitstimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2013; Gesamtstimmen Die PARTEI 2018;Gesamtstimmen Die PARTEI 2013;Parteiname;Bewerber Gesundheitsforschung;Erststimmen Gesundheitsforschung 2018;Erststimmen Gesundheitsforschung 2013;Zweitstimmen Gesundheitsforschung 2018;Zweitstimmen Gesundheitsforschung 2013; Gesamtstimmen Gesundheitsforschung 2018;Gesamtstimmen Gesundheitsforschung 2013;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2018;Erststimmen Tierschutzpartei 2013;Zweitstimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2013; Gesamtstimmen Tierschutzpartei 2018;Gesamtstimmen Tierschutzpartei 2013;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2018;Erststimmen V-Partei³ 2013;Zweitstimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2013; Gesamtstimmen V-Partei³ 2018;Gesamtstimmen V-Partei³ 2013;Parteiname;Bewerber Sonstige 2013;Erststimmen Sonstige 2013 2018;Erststimmen Sonstige 2013 2013;Zweitstimmen Sonstige 2013 2018;Zweitstimmen Sonstige 2013 2013; Gesamtstimmen Sonstige 2013 2018;Gesamtstimmen Sonstige 2013 2013;
304;Regensburg-Land;29.10.2018;11:27;125113;94136;75,2;+9,5;94132;81421;93359;80409;773;1012;94126;81422;93318;80004;808;1418;188258;162843;186677;160413;1581;2430;CSU;Stierstorfer, Sylvia;CSU;Stierstorfer, Sylvia;36647;39773;37076;41029;73723;80802;SPD;Jobst, Matthias;6321;11838;6834;13559;13155;25397;FREIE WÄHLER;Gotthardt, Tobias;17457;14825;15730;9521;33187;24346;GRÜNE;Stadler, Josef;11536;4175;11654;5299;23190;9474;FDP;Lederer, Ingo;3270;1337;2988;1644;6258;2981;DIE LINKE;Maxim, Ursula;2327;1252;2064;1270;4391;2522;BP;Smolevska, Natalie;1742;1932;2062;2004;3804;3936;ÖDP;Mauch, Dr. Thomas;1810;2455;1608;2413;3418;4868;PIRATEN;-;X;1314;390;1455;390;2769;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Arnold, Dieter;11549;X;11693;X;23242;X;LKR;-;X;X;X;X;X;X;mut;Geiger, Alexandra;438;X;374;X;812;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;483;X;483;X;Gesundheitsforschung;-;X;X;129;X;129;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Knauer, Beate;262;X;233;X;495;X;Sonstige 2013;-;X;1508;X;1810;X;3318;
305;Regensburg-Stadt;29.10.2018;11:27;127155;91304;71,8;+10,5;91275;76176;90675;75297;600;879;91288;76183;90566;75024;722;1159;182563;152359;181241;150321;1322;2038;CSU;Rieger, Dr. Franz;CSU;Rieger, Dr. Franz;25614;31979;27806;31546;53420;63525;SPD;Wild, Margit;9803;17777;8332;15492;18135;33269;FREIE WÄHLER;Radler, Kerstin;9842;6529;9055;8177;18897;14706;GRÜNE;Mistol, Jürgen;22494;8376;21568;8546;44062;16922;FDP;Vo, Huu Loi;4549;2230;4820;2334;9369;4564;DIE LINKE;Spieß, Richard;4502;2042;4556;1928;9058;3970;BP;Suttner, Werner;1146;1219;1096;1259;2242;2478;ÖDP;Suttner, Benedikt;2086;2421;1949;2670;4035;5091;PIRATEN;Kramm, Andreas;657;1856;673;2208;1330;4064;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Nolte, Benjamin;8523;X;8677;X;17200;X;LKR;-;X;X;X;X;X;X;mut;Zimmermann, Prof. Hansjoerg;553;X;770;X;1323;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Frank, Ingo;906;X;852;X;1758;X;Gesundheitsforschung;-;X;X;146;X;146;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;266;X;266;X;Sonstige 2013;-;X;868;X;864;X;1732;
306;Schwandorf;29.10.2018;11:27;114338;81495;71,3;+9,4;81494;70654;80553;69421;941;1233;81494;70657;80560;69323;934;1334;162988;141311;161113;138744;1875;2567;CSU;Flierl, Alexander;CSU;Flierl, Alexander;30621;30600;32141;36958;62762;67558;SPD;Wein, Peter;9353;17752;8365;14239;17718;31991;FREIE WÄHLER;Hanisch, Joachim;13197;8429;10663;6450;23860;14879;GRÜNE;Quaas, Benjamin;6355;2340;7493;3124;13848;5464;FDP;Grahn, Wolf-Dieter;2451;774;2225;984;4676;1758;DIE LINKE;Kappl, Eva;2472;1205;2138;1216;4610;2421;BP;Weber, Alexander;2066;2349;2036;1895;4102;4244;ÖDP;Damm, Alfred;1915;3468;2014;1771;3929;5239;PIRATEN;Terbeznik, Klaus;382;1104;339;1313;721;2417;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Mixl, Reinhard;11741;X;12154;X;23895;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;231;X;231;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;412;X;412;X;Gesundheitsforschung;-;X;X;151;X;151;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;198;X;198;X;Sonstige 2013;-;X;1400;X;1373;X;2773;
307;Tirschenreuth;29.10.2018;11:27;82056;61050;74,4;+7,6;61050;55990;60383;55143;667;847;61050;55990;60397;54968;653;1022;122100;111980;120780;110111;1320;1869;CSU;Reiß, Tobias;CSU;Reiß, Tobias;28618;30049;27479;30124;56097;60173;SPD;Deiml, Jutta;6033;10078;7746;11082;13779;21160;FREIE WÄHLER;Schmidt, Bernhard;8827;7040;7997;5964;16824;13004;GRÜNE;Toman, Anna;4987;2356;4896;2028;9883;4384;FDP;Heinrich, Reinhard;1544;553;1520;847;3064;1400;DIE LINKE;Weidner, Christian;1424;1005;1314;969;2738;1974;BP;Schmieder, Maximilian;1491;1252;1146;874;2637;2126;ÖDP;Kunz, Theresia;784;1015;569;951;1353;1966;PIRATEN;-;X;718;213;942;213;1660;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Löw, Stefan;6675;X;6719;X;13394;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;235;X;235;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;313;X;313;X;Gesundheitsforschung;-;X;X;119;X;119;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;131;X;131;X;Sonstige 2013;-;X;1077;X;1187;X;2264;
308;Weiden i.d.OPf.;29.10.2018;11:27;85387;61235;71,7;+7,9;61228;55026;60533;54236;695;790;61233;55027;60463;53928;770;1099;122461;110053;120996;108164;1465;1889;CSU;Oetzinger, Dr. Stephan;CSU;Oetzinger, Dr. Stephan;24090;25503;24602;26490;48692;51993;SPD;Karl, Annette;8994;15266;7629;13924;16623;29190;FREIE WÄHLER;Meier, Karl;6273;3609;6270;4815;12543;8424;GRÜNE;Bergmann, Klaus;6042;2020;6426;2123;12468;4143;FDP;Skutella, Christoph;2879;1384;2348;1005;5227;2389;DIE LINKE;Zant, Ali Daniel;1728;1086;1692;1163;3420;2249;BP;Ringelmann, Petra;1041;1301;1318;1007;2359;2308;ÖDP;Kindl, Dr. Barbara;1204;1644;694;1061;1898;2705;PIRATEN;Stenzel, Tobias;354;1013;249;991;603;2004;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Magerl, Roland;7928;X;8269;X;16197;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;410;X;410;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;318;X;318;X;Gesundheitsforschung;-;X;X;127;X;127;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;111;X;111;X;Sonstige 2013;-;X;1410;X;1349;X;2759;
401;Bamberg-Land;29.10.2018;11:27;85174;64248;75,4;+8,8;64248;56331;63838;55800;410;531;64248;56329;63681;55547;567;782;128496;112660;127519;111347;977;1313;CSU;Dremel, Holger;CSU;Dremel, Holger;29358;30878;31937;33330;61295;64208;SPD;Metzner, Uwe;4029;7990;3711;7496;7740;15486;FREIE WÄHLER;Scheer, Verena;6441;4210;5065;2994;11506;7204;GRÜNE;Lunz, Georg;8259;3770;7155;2960;15414;6730;FDP;Wünsche, Martin;2992;1191;2754;1070;5746;2261;DIE LINKE;Tränkenschuh, Andreas;1587;1092;1471;1009;3058;2101;BP;Sedlmeyer, Gunther;1108;981;932;834;2040;1815;ÖDP;Sieling, Tobias;834;529;549;607;1383;1136;PIRATEN;-;X;1047;399;1106;399;2153;DIE FRANKEN;-;X;2324;X;1591;X;3915;AfD;Köhler, Florian;9230;X;8593;X;17823;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;217;X;217;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;559;X;559;X;Gesundheitsforschung;-;X;X;150;X;150;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;189;X;189;X;Sonstige 2013;-;X;1788;X;2550;X;4338;
402;Bamberg-Stadt;29.10.2018;11:27;86057;60574;70,4;+10,1;60574;51245;60200;50739;374;506;60573;51244;59666;50150;907;1094;121147;102489;119866;100889;1281;1600;CSU;Huml, Melanie;CSU;Huml, Melanie;22948;24238;19247;22021;42195;46259;SPD;Kuntke, Heinz;5278;10255;5953;9020;11231;19275;FREIE WÄHLER;Schutty, Dietmar;3665;2160;5190;2060;8855;4220;GRÜNE;Sowa, Ursula;13038;5796;12650;8259;25688;14055;FDP;Pöhner, Martin;3067;1486;3519;1846;6586;3332;DIE LINKE;Lehmann, Paul;2582;1210;2519;1383;5101;2593;BP;Dotzler, Thomas;601;498;671;650;1272;1148;ÖDP;Büchner, Lucas;796;731;700;613;1496;1344;PIRATEN;-;X;1434;404;1377;404;2811;DIE FRANKEN;-;X;1545;X;1154;X;2699;AfD;Schiffers, Jan;7146;X;7333;X;14479;X;LKR;-;X;X;X;X;X;X;mut;Fischer, Iris;294;X;367;X;661;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Roensch, Andreas;785;X;782;X;1567;X;Gesundheitsforschung;-;X;X;129;X;129;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;202;X;202;X;Sonstige 2013;-;X;1386;X;1767;X;3153;
403;Bayreuth;29.10.2018;11:27;129423;91325;70,6;+8,0;91321;81482;90759;80791;562;691;91321;81483;90311;80016;1010;1467;182642;162965;181070;160807;1572;2158;CSU;Brendel-Fischer, Gudrun;CSU;Brendel-Fischer, Gudrun;37015;34480;37250;37164;74265;71644;SPD;Tasdelen, Halil;11787;18712;10772;19142;22559;37854;FREIE WÄHLER;Wiedemann, Florian;10804;8741;9321;7376;20125;16117;GRÜNE;Pargent, Tim;13023;6761;13722;5318;26745;12079;FDP;Funke-Barjak, Luisa;3859;4380;4929;3203;8788;7583;DIE LINKE;Sommerer, Sebastian;2454;1390;2492;1297;4946;2687;BP;Ehret, Alfred;679;390;619;572;1298;962;ÖDP;Koppe, Bernd;674;498;635;712;1309;1210;PIRATEN;-;X;1584;427;1533;427;3117;DIE FRANKEN;-;X;2473;X;2095;X;4568;AfD;Rausch, Thomas;8349;X;7943;X;16292;X;LKR;-;X;X;X;X;X;X;mut;Raithel, Christine;607;X;511;X;1118;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Kreten, Julian;1010;X;1022;X;2032;X;Gesundheitsforschung;-;X;X;161;X;161;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Frederking, Reinhard;498;X;507;X;1005;X;Sonstige 2013;-;X;1382;X;1604;X;2986;
404;Coburg;29.10.2018;11:27;101197;69105;68,3;+7,0;69104;62998;68721;62459;383;539;69104;62998;68123;61424;981;1574;138208;125996;136844;123883;1364;2113;CSU;Mittag, Martin;CSU;Mittag, Martin;24795;26105;25836;27534;50631;53639;SPD;Busch, Michael;15334;16995;10430;17174;25764;34169;FREIE WÄHLER;Preißler, Maria;5467;6940;5836;3089;11303;10029;GRÜNE;Sinterhauf, Ina;9529;4654;10508;5127;20037;9781;FDP;Herbert, Dr. Ulrich;2804;1426;2923;1845;5727;3271;DIE LINKE;Bätz, Florian;2160;1527;2531;1585;4691;3112;BP;Suck, Frank;527;457;515;380;1042;837;ÖDP;Büchner, Thomas;1112;790;943;777;2055;1567;PIRATEN;-;X;1025;343;1095;343;2120;DIE FRANKEN;-;X;1316;X;1002;X;2318;AfD;Böhm, Martin;6993;X;6982;X;13975;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;166;X;166;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;775;X;775;X;Gesundheitsforschung;-;X;X;165;X;165;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;170;X;170;X;Sonstige 2013;-;X;1224;X;1816;X;3040;
405;Forchheim;29.10.2018;11:27;90087;69008;76,6;+7,8;69008;61474;68647;60981;361;493;69006;61475;68163;60361;843;1114;138014;122949;136810;121342;1204;1607;CSU;Hofmann, Michael;CSU;Hofmann, Michael;23588;22786;26656;26216;50244;49002;SPD;Karabag, Dr. Atila;4508;8934;4856;9686;9364;18620;FREIE WÄHLER;Glauber, Thorsten;17330;16088;10539;10062;27869;26150;GRÜNE;Huber, Emmerich;9763;5456;11526;5991;21289;11447;FDP;Körber, Sebastian;3324;1534;2999;1806;6323;3340;DIE LINKE;Pätzke, Wilfried;1836;1101;1889;1079;3725;2180;BP;Voß, Torsten;729;391;705;543;1434;934;ÖDP;Forster, Manuela;645;486;546;525;1191;1011;PIRATEN;-;X;1202;517;1164;517;2366;DIE FRANKEN;-;X;1685;X;1245;X;2930;AfD;Pflaum, Dominik;6924;X;6901;X;13825;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;135;X;135;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;567;X;567;X;Gesundheitsforschung;-;X;X;123;X;123;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;204;X;204;X;Sonstige 2013;-;X;1318;X;2044;X;3362;
406;Hof;29.10.2018;11:27;109952;75423;68,6;+7,3;75420;69597;74861;68677;559;920;75421;69595;74215;67715;1206;1880;150841;139192;149076;136392;1765;2800;CSU;König, Alexander;CSU;König, Alexander;27119;27447;29990;30791;57109;58238;SPD;Adelt, Klaus;19132;23108;12947;17340;32079;40448;FREIE WÄHLER;Grötsch, Hans Martin;5559;4545;7547;4897;13106;9442;GRÜNE;Brammer, Philipp;6209;3141;6901;4135;13110;7276;FDP;Senf, Peter;2891;1548;2528;1430;5419;2978;DIE LINKE;Frisch, Manuel;2140;1955;2070;1871;4210;3826;BP;Wagner, Jürgen;561;691;503;657;1064;1348;ÖDP;Schmidt, Stephan;378;663;372;488;750;1151;PIRATEN;Rödel, Michael;445;1336;694;1543;1139;2879;DIE FRANKEN;-;X;3011;X;2907;X;5918;AfD;Wüst, Prof.Dr. Michael;9290;X;9105;X;18395;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;214;X;214;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Hartmann, Andreas;751;X;804;X;1555;X;Gesundheitsforschung;Köhler, Werner;386;X;340;X;726;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;200;X;200;X;Sonstige 2013;-;X;1232;X;1656;X;2888;
407;Kronach, Lichtenfels;29.10.2018;11:27;108950;75452;69,3;+6,5;75452;69993;74763;69063;689;930;75450;69994;73959;68061;1491;1933;150902;139987;148722;137124;2180;2863;CSU;Baumgärtner, Jürgen;CSU;Baumgärtner, Jürgen;32234;33323;33235;33399;65469;66722;SPD;Pohl, Dr. Ralf;10153;16685;10967;16978;21120;33663;FREIE WÄHLER;Zwingmann, Michael;8681;5966;7530;5292;16211;11258;GRÜNE;Memmel, Edith;7943;2730;6906;2937;14849;5667;FDP;Bischoff, Harald;2983;1375;2172;1301;5155;2676;DIE LINKE;Knoblach, Detlef;1812;1002;1962;1026;3774;2028;BP;Gerbig, Matthias;763;444;558;416;1321;860;ÖDP;Müller, Thomas;1335;1381;637;585;1972;1966;PIRATEN;Großrau, Peter;517;1349;522;1333;1039;2682;DIE FRANKEN;-;X;2047;X;1696;X;3743;AfD;Rauh, Detlef;8342;X;8278;X;16620;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;185;X;185;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;601;X;601;X;Gesundheitsforschung;-;X;X;180;X;180;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;226;X;226;X;Sonstige 2013;-;X;2761;X;3098;X;5859;
408;Wunsiedel, Kulmbach;29.10.2018;11:27;128258;89477;69,8;+7,3;89477;82692;88847;81846;630;846;89476;82690;88089;80930;1387;1760;178953;165382;176936;162776;2017;2606;CSU;Schöffel, Martin;CSU;Schöffel, Martin;33281;36583;36304;38088;69585;74671;SPD;Aures, Inge;17702;24991;12758;20803;30460;45794;FREIE WÄHLER;Ludwig, Rainer;11243;6428;9494;7241;20737;13669;GRÜNE;Kukla, Wilfried;8217;3775;9467;4396;17684;8171;FDP;Otte, Michael;3199;1799;3077;1821;6276;3620;DIE LINKE;Greim, Oswald;2259;1985;2388;1843;4647;3828;BP;Zeigler, Christiane;1201;467;743;526;1944;993;ÖDP;Englert, Reinhard;631;561;564;638;1195;1199;PIRATEN;-;X;1277;560;1656;560;2933;DIE FRANKEN;-;X;2244;X;1870;X;4114;AfD;Kögler, Gerd;10408;X;10422;X;20830;X;LKR;-;X;X;X;X;X;X;mut;Hüttner, Michaela;706;X;909;X;1615;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;888;X;888;X;Gesundheitsforschung;-;X;X;227;X;227;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;288;X;288;X;Sonstige 2013;-;X;1736;X;2048;X;3784;
501;Nürnberg-Nord;29.10.2018;11:27;102676;73274;71,4;+10,0;73267;63292;72669;62194;598;1098;73253;63291;72634;62344;619;947;146520;126583;145303;124538;1217;2045;CSU;Regitz, Barbara;CSU;Regitz, Barbara;20177;21230;23258;22821;43435;44051;SPD;Tasdelen, Arif;11149;19288;9251;16924;20400;36212;FREIE WÄHLER;Dörfler, Jürgen;3217;3071;2684;2443;5901;5514;GRÜNE;Ganserer, Markus;18798;8435;18703;9200;37501;17635;FDP;Dunker, Dr. Jan;4504;2595;4062;2401;8566;4996;DIE LINKE;Fesli, Gizem;5215;2932;5753;3163;10968;6095;BP;Braungardt, Werner;212;696;141;349;353;1045;ÖDP;Stryz, Franz;848;811;855;838;1703;1649;PIRATEN;Körber, Hayo;681;2033;687;2105;1368;4138;DIE FRANKEN;Bartlitz, Dr. David;690;X;476;1094;1166;1094;AfD;Dörner, Dr. Wolfgang Marc;5953;X;5443;X;11396;X;LKR;-;X;X;X;X;X;X;mut;Deutschmann, Christine;243;X;274;X;517;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Knapp, Jörg;721;X;694;X;1415;X;Gesundheitsforschung;-;X;X;71;X;71;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Garratt, Daniel;261;X;282;X;543;X;Sonstige 2013;-;X;1103;X;1006;X;2109;
502;Nürnberg-Ost;29.10.2018;11:27;97418;70915;72,8;+9,3;70909;61859;70354;60896;555;963;70907;61872;70176;61082;731;790;141816;123731;140530;121978;1286;1753;CSU;Söder, Dr. Markus;CSU;Söder, Dr. Markus;26769;23723;23426;24459;50195;48182;SPD;Gardill, Kerstin;9210;17698;9463;16494;18673;34192;FREIE WÄHLER;Kuhnert, Marion;3149;2498;3290;2633;6439;5131;GRÜNE;Hayn, Elmar;15366;6739;15811;7494;31177;14233;FDP;Neuner, Andreas;3301;2564;3844;2486;7145;5050;DIE LINKE;Halla, Uwe;4150;2187;4431;2222;8581;4409;BP;-;X;403;187;302;187;705;ÖDP;Hager, Ludwig;844;696;900;806;1744;1502;PIRATEN;Windisch, Matthias;796;1697;737;1763;1533;3460;DIE FRANKEN;Turinsky, Bianka;661;1724;707;1392;1368;3116;AfD;Wahner, Klaus;5558;X;6149;X;11707;X;LKR;-;X;X;X;X;X;X;mut;Bullmer, Andrea;246;X;228;X;474;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;659;X;659;X;Gesundheitsforschung;-;X;X;87;X;87;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Michalko, Simone;304;X;257;X;561;X;Sonstige 2013;-;X;967;X;1031;X;1998;
503;Nürnberg-Süd;29.10.2018;11:27;98241;67084;68,3;+8,0;67065;60498;66368;59323;697;1175;67071;60505;66326;59574;745;931;134136;121003;132694;118897;1442;2106;CSU;Freller, Karl;CSU;Freller, Karl;24957;24554;27141;25642;52098;50196;SPD;Arabackyj, Claudia;9462;18980;9732;17442;19194;36422;FREIE WÄHLER;Meier, Marco;3250;2791;3132;2550;6382;5341;GRÜNE;Weigand, Dr. Sabine;12362;4490;10606;5069;22968;9559;FDP;List, Bernd;2625;1163;2406;1541;5031;2704;DIE LINKE;Gerbig, Stefan;2913;1681;3014;1934;5927;3615;BP;Hoff, Peter;350;336;212;312;562;648;ÖDP;Anschütz, Hans;885;625;783;844;1668;1469;PIRATEN;Turnwald-Kurtz, Erich;615;1281;481;1283;1096;2564;DIE FRANKEN;Trutz, Paul;1064;1964;677;1560;1741;3524;AfD;Konrad, Peter;7609;X;7238;X;14847;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;158;X;158;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;469;X;469;X;Gesundheitsforschung;-;X;X;77;X;77;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Maurer, Michaela;276;X;200;X;476;X;Sonstige 2013;-;X;1458;X;1397;X;2855;
504;Nürnberg-West;29.10.2018;11:27;92726;55530;59,9;+8,2;55523;49761;54897;48747;626;1014;55477;49774;54822;48892;655;882;111000;99535;109719;97639;1281;1896;CSU;Kohler, Jochen;CSU;Kohler, Jochen;18232;21068;20733;19559;38965;40627;SPD;Schuster, Stefan;9146;14673;7600;14214;16746;28887;FREIE WÄHLER;Schenkel, Alexander;2315;1546;1975;1723;4290;3269;GRÜNE;Osgyan, Verena;9187;3494;9273;4188;18460;7682;FDP;Sormaz, Ümit;2469;960;2191;1311;4660;2271;DIE LINKE;Pihan, Debora;4155;2073;3949;2534;8104;4607;BP;Bock, Irmtraud;277;312;190;329;467;641;ÖDP;Rechholz, Christian;545;506;510;594;1055;1100;PIRATEN;Betz, Florian;842;1517;623;1712;1465;3229;DIE FRANKEN;Reinwald, Ulrich;757;1325;553;1391;1310;2716;AfD;Vogler, Matthias;6684;X;6191;X;12875;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;165;X;165;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;605;X;605;X;Gesundheitsforschung;-;X;X;66;X;66;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Näser, Melanie;288;X;198;X;486;X;Sonstige 2013;-;X;1273;X;1337;X;2610;
